Cliente;Edad;Renta;Sexo;EstadoCivil;NivelSocioEconomico;Departamento;AntiguedadCuenta_Meses;RegistraAdicionales;NumeroAdicionales;AntiguedadAdicionales_Meses;LineaCreditoNormal;SituacionCuenta;PromediodePagos;SaldoExtra;SaldoNormal;SaldoTotal;HabitodePago1;HabitodePago2;HabitodePago3;HabitodePago4;HabitodePago5;HabitodePago6;HabitodePago7;HabitodePago8;PeorHabito Pago;FlagRefinanciadoHistórico;FlagRefinanciado;DiasMora200812;DiasMora200901;DiasMora200902;DiasMora200903;DiasMora200904;DiasMora200905;CódigoInstitucion;PagaDespues;DispEfectivo;CalificacionSBS;CompraAnual_200806_200905;NroTransaccionesAnual_200806_200905;CompraMensualMaxima_200806_200905;Flag_Cliente
1205280;35;1192;M;S;C;LIMA;7.97;1;1;7.8;800;5;4;0;1043;1043;A;4;2;1;1;1;0;;;N/V;No Registró;0;0;0;11;41;72;0;0;1;2;1434.1;39;242.39;0
1207636;40;416;F;S;C;LIMA;19;1;1;3.6;500;5;6;0;528;528;B;A;4;1;1;4;1;9;;N/V;No Registró;0;0;8;39;0;11;0;0;0;4;1655.58;30;392.27;0
1209079;35;;M;S;N;CAJAMARCA;38.83;1;1;19.63;500;5;6;0;513;513;A;A;4;7;4;1;2;1;;Ref.C;Registró Refinanciación;1;0;0;31;0;1;0;2;2;1;1020.89;32;182.6;0
1210530;32;;M;S;B;LIMA;6.53;1;1;6.5;2000;0;5;0;920;920;1;A;A;4;1;1;;;;Ref.C;Registró Refinanciación;26;0;23;54;0;0;0;0;1;2;1377.09;19;446;0
1212211;32;957;M;S;C;LIMA;28.37;1;1;28.27;1000;5;8;0;1028;1028;A;A;A;A;4;9;4;2;;N/V;No Registró;6;6;3;34;36;36;0;1;0;2;118.59;2;118.59;0
1212947;31;;F;C;D;LIMA;27.43;0;;;500;5;5;0;519;519;4;2;9;A;4;9;4;2;;N/V;No Registró;1;1;29;1;0;31;400;1;3;3;678.5;23;172.71;0
1213986;31;;F;S;D;LIMA;31.83;1;1;24.63;500;5;7;0;615;615;4;4;A;B;A;4;9;4;;N/V;No Registró;16;47;44;0;0;16;400;1;3;3;3326.51;86;547.6;0
1216567;31;;F;S;N;PIURA;32.33;1;1;17.17;500;0;4;2311;498;2809;4;9;4;2;2;2;2;2;;N/V;No Registró;1;1;0;31;0;1;0;0;0;1;1095.66;21;342.56;0
1216986;30;;F;S;C;LIMA;17.27;0;;;1000;0;6;0;624;624;C;B;A;4;2;2;2;2;;N/V;No Registró;0;0;13;44;74;0;0;0;0;3;2096.33;45;490;0
1218756;34;608;F;S;C;LIMA;30.73;0;;;900;5;7;0;689;689;B;A;4;2;2;4;B;A;;Ref.C;Registró Refinanciación;1;1;0;31;61;31;0;0;2;4;518.92;7;158;0
1219979;44;;F;C;N;LAMBAYEQUE;17.6;0;;;400;5;8;0;325;325;C;B;A;4;A;A;4;4;;N/V;No Registró;0;1;29;60;31;31;0;0;0;2;1279.89;31;304.41;0
1222126;31;;M;S;N;LAMBAYEQUE;23;1;2;22.97;700;5;7;0;1394;1394;A;4;B;A;A;4;2;1;;Ref.C;Registró Refinanciación;6;37;65;6;36;67;0;0;1;3;2946.93;54;761.9;0
1225442;35;780;M;S;N;LA LIBERTAD;20.73;1;2;6.3;1200;5;4;0;1368;1368;A;4;4;2;2;1;1;1;;N/V;No Registró;0;1;0;1;31;62;0;0;4;2;4218.68;116;482.1;0
1227061;31;;F;S;N;LA LIBERTAD;10.4;0;;;400;0;6;0;419;419;A;A;4;2;9;4;2;2;;N/V;No Registró;1;1;0;1;31;1;400;0;4;2;1196.92;29;292.41;0
1229742;60;10033;M;S;A;LIMA;44.5;0;;;20000;0;1;0;514;514;1;1;2;1;1;2;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;17920.86;61;4288;0
1230016;36;;F;S;D;LIMA;20.87;1;1;20.63;500;5;4;0;532;532;2;2;A;A;4;2;2;2;;Ref.C;Registró Refinanciación;11;42;0;0;0;11;0;1;0;3;1953.71;30;345.91;0
1237020;40;;F;S;D;LIMA;21.8;1;1;7.87;700;5;4;285;1424;1709;A;4;2;2;4;4;1;2;;N/V;No Registró;0;1;0;1;31;62;0;0;1;3;4674.64;77;589.8;0
1237680;35;755;F;S;C;LIMA;6.67;0;;;800;0;8;0;1107;1107;7;A;A;A;4;;;;;Ref.C;Registró Refinanciación;6;6;34;6;0;0;0;0;0;1;1653.25;41;405.41;0
1240115;31;;F;S;C;LIMA;44.5;0;;;1700;5;6;4924;2349;7272;A;A;4;2;2;9;4;2;;Ref.C;Registró Refinanciación;1;1;0;31;0;1;0;2;3;1;364.5;7;231.5;0
1242790;42;;F;S;N;AREQUIPA;24.87;1;3;24.83;700;5;8;0;901;901;A;A;4;9;A;4;9;4;;N/V;No Registró;1;1;0;1;31;62;0;2;1;3;1553.48;48;591.39;0
1248977;35;605;M;S;N;ANCASH;13.97;0;;;600;0;6;0;203;203;B;A;4;9;4;2;1;2;;N/V;No Registró;1;32;0;31;61;0;0;0;0;3;1396.08;16;286.6;0
1252600;32;1287;M;S;C;LIMA;22.97;1;1;22.7;1900;5;4;2416;2640;5056;9;4;4;2;4;2;2;2;;Ref.C;Registró Refinanciación;1;1;0;1;31;1;0;0;6;2;3283.14;49;1010.42;0
1253009;29;;F;S;C;LIMA;42.1;0;;;800;0;4;0;1142;1142;1;9;4;2;2;4;2;B;;N/V;No Registró;1;1;0;31;0;1;0;1;0;4;;;;0
1255127;29;;F;S;D;LIMA;19.8;0;;;700;5;7;0;810;810;B;A;4;9;4;2;2;2;;N/V;No Registró;0;21;0;21;51;82;0;0;0;2;1059.25;13;340.2;0
1260173;28;;F;S;C;LIMA;24.2;0;;;500;5;7;0;532;532;B;A;4;2;7;4;4;4;;N/V;No Registró;0;0;0;26;25;26;0;2;0;3;970.4;21;298;0
1260374;28;;M;S;C;LIMA;8.3;1;1;8.27;2000;5;4;0;2366;2366;A;4;1;2;2;1;1;;;N/V;No Registró;0;0;0;6;36;67;0;0;0;2;3672.37;21;2967;0
1261586;28;;M;S;B;LIMA;27.6;1;1;20.77;1500;5;A;0;2071;2071;B;B;B;B;A;A;4;A;;N/V;No Registró;21;52;18;49;51;51;0;0;0;2;1784.79;25;230.81;0
1263123;29;;F;S;D;LIMA;22.13;0;;;300;0;8;0;150;150;A;A;4;2;A;A;4;B;;N/V;No Registró;46;0;0;16;46;0;0;2;0;1;284.01;16;97.3;0
1263142;27;;F;S;C;LIMA;17.1;1;1;2.33;500;0;7;0;506;506;7;4;B;A;4;1;B;A;;N/V;No Registró;0;16;44;0;15;0;0;0;0;4;2991.34;72;697.68;0
1264133;27;787;M;S;C;LIMA;10.23;1;1;10.2;1200;5;6;0;1442;1442;A;4;2;B;A;4;1;1;;N/V;No Registró;26;0;0;0;25;56;0;0;0;4;2488.81;54;544.08;0
1266143;26;845;F;S;C;LIMA;25.17;1;1;25.13;900;0;1;26;591;617;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4321.67;52;755.03;0
1266958;26;1045;F;S;D;LIMA;30.57;0;;;400;0;9;0;427;427;9;C;B;A;4;4;B;A;;N/V;No Registró;0;21;49;21;0;0;0;0;0;4;1189.06;12;241.78;0
1267223;27;1066;M;S;N;LA LIBERTAD;15.5;0;;;500;5;7;0;661;661;B;A;4;A;A;4;1;1;;Ref.C;Registró Refinanciación;21;52;0;21;51;82;0;0;1;3;1104.4;9;527.9;0
1268861;26;1075;F;S;D;LIMA;6.73;0;;;500;5;6;0;479;479;4;1;A;A;4;;;;;N/V;No Registró;11;42;0;0;10;11;0;0;0;4;1898.45;21;611.31;0
1271127;26;;M;S;D;LIMA;23.43;1;1;23.3;700;5;8;0;704;704;A;A;4;2;7;B;B;B;;N/V;No Registró;1;1;0;31;31;62;0;0;0;2;1335.69;16;679;0
1271681;26;;M;S;N;PIURA;28.6;1;2;21.67;800;0;5;0;1092;1092;A;4;1;2;1;B;A;4;;Ref.C;Registró Refinanciación;0;0;0;6;36;0;0;0;0;2;2854.38;55;662;0
1271722;25;;M;S;D;LIMA;24.37;0;;;500;5;5;0;530;530;B;A;4;1;2;1;2;2;;N/V;No Registró;0;0;0;26;56;87;0;1;3;3;954.35;28;200.65;0
1272287;25;720;F;S;D;LIMA;31.87;0;;;500;5;7;0;467;467;4;7;B;A;A;4;2;B;;N/V;No Registró;0;26;54;0;0;0;0;0;1;3;1859.66;68;476.4;0
1272336;25;860;F;S;B;LIMA;8.2;0;;;1200;5;8;0;636;636;B;A;A;A;4;1;1;;;N/V;No Registró;0;0;23;26;56;26;0;0;0;1;2705.38;35;849.2;0
1272437;27;;F;S;D;LIMA;7.13;0;;;600;5;7;0;472;472;A;B;A;4;4;1;;;;N/V;No Registró;0;0;18;49;20;51;0;0;1;2;1141.56;23;418.9;0
1273011;25;;F;S;D;LIMA;36.33;0;;;500;0;4;0;505;505;A;4;1;1;4;4;2;4;;Ref.C;Registró Refinanciación;11;0;0;11;41;0;400;2;6;4;680.99;11;268;0
1273874;25;2480;M;S;C;LIMA;30.7;0;;;900;5;5;313;470;783;4;9;A;4;2;4;1;1;;N/V;No Registró;0;0;23;26;0;0;0;0;0;0;2663.38;38;932.25;0
1274676;25;;F;S;N;LAMBAYEQUE;25.73;1;3;25.37;500;5;4;289;945;1234;A;4;4;4;2;2;1;1;;N/V;No Registró;1;1;0;1;31;62;0;1;5;2;619.62;26;138;0
1275186;26;;F;S;D;LIMA;13.63;0;;;400;5;4;0;530;530;4;9;4;7;4;2;2;2;;N/V;No Registró;1;0;0;31;0;31;0;0;0;0;3022.39;30;912.88;0
1276935;25;;M;S;D;LIMA;35.4;1;1;33.7;500;0;7;0;114;114;2;B;B;B;B;A;4;1;;N/V;No Registró;46;47;44;44;0;0;0;0;0;3;918;2;519;0
1277362;24;;F;S;D;LIMA;33.67;1;1;33.27;500;5;6;0;612;612;A;4;1;9;4;1;B;A;;Ref.C;Registró Refinanciación;6;37;0;6;36;67;0;0;0;2;1202.32;11;321.08;0
1278033;24;550;F;S;B;LIMA;29.73;1;2;29.67;3000;0;7;0;2317;2317;B;A;4;2;7;A;4;2;;N/V;No Registró;16;0;0;16;46;0;0;2;0;2;2874.14;7;2520.24;0
1279352;24;;F;S;C;LIMA;27.97;1;3;27.67;800;5;7;0;947;947;A;4;9;4;9;4;9;4;;Ref.C;Registró Refinanciación;36;6;34;6;36;67;0;0;0;3;1177.93;8;349;0
1279732;24;600;F;S;B;LIMA;24.3;1;1;24.2;2000;0;6;0;1622;1622;9;B;A;1;2;4;2;1;;N/V;No Registró;0;11;39;70;0;0;0;0;0;0;5899.4;9;4368;0
1281479;24;;M;S;D;LIMA;7.17;0;;;500;0;7;0;531;531;A;B;A;4;1;4;;;;N/V;No Registró;0;1;29;31;0;0;0;0;0;0;1576.6;29;366.8;0
1281696;23;;M;S;C;LIMA;30.63;0;;;600;0;7;0;502;502;A;A;A;4;9;4;1;2;;N/V;No Registró;16;0;13;16;46;0;0;1;1;2;2061.01;34;359;0
1282403;23;;F;S;D;LIMA;18.57;0;;;500;0;5;0;387;387;B;A;4;2;1;2;2;2;;Ref.C;Registró Refinanciación;0;0;3;34;64;0;0;0;0;2;1372.71;45;243.8;0
1283034;23;;M;S;N;AREQUIPA;14.77;1;1;14.63;1800;0;4;0;1770;1770;2;1;1;A;A;4;2;1;;Ref.C;Registró Refinanciación;36;0;0;0;0;6;0;1;0;1;2128.76;56;480.43;0
1283619;23;1600;M;S;C;LIMA;25.77;0;;;1000;0;8;0;350;350;A;4;2;B;B;B;A;A;;N/V;No Registró;31;0;0;1;31;0;0;0;1;2;2713.49;20;569.56;0
1283658;22;;M;S;C;LIMA;6.97;0;;;1100;5;5;0;1376;1376;A;4;4;4;2;1;;;;N/V;No Registró;0;0;0;0;15;46;0;1;2;2;1940.11;40;935.9;0
1283972;22;;F;S;D;LIMA;17.47;1;1;16.23;600;0;7;0;641;641;4;9;A;A;A;4;2;1;;N/V;No Registró;1;1;0;31;0;31;0;1;0;1;2662.18;27;419;0
1284123;24;;M;S;N;PIURA;30.03;1;1;29.5;400;5;7;0;543;543;A;4;1;B;A;4;A;A;;Ref.C;Registró Refinanciación;21;52;0;0;20;51;0;0;2;4;719.61;26;158;0
1284954;21;905;F;S;D;LIMA;35.17;0;;;500;0;8;0;436;436;A;4;9;A;A;A;4;2;;N/V;No Registró;26;0;0;26;56;0;0;2;2;2;352.79;20;65.3;0
1289343;57;855;F;S;N;PIURA;9.13;0;;;800;5;9;5238;2808;8045;B;B;A;4;B;A;4;1;;Ref.C;Registró Refinanciación;46;0;13;44;46;46;0;0;1;2;1417.55;39;413.93;0
1291461;40;;M;C;N;LA LIBERTAD;14.67;0;;;300;5;7;0;423;423;A;4;A;A;4;2;7;4;;N/V;No Registró;1;32;0;1;31;62;400;0;0;2;978.31;19;290;0
1293455;37;5501;M;C;B;LIMA;17.37;0;;;4000;5;6;9675;1904;11579;B;A;4;2;1;9;4;1;;N/V;No Registró;0;0;0;26;56;26;0;0;0;2;3241.97;17;648.4;0
1308494;52;;F;C;D;LIMA;32.57;1;2;31.97;600;5;7;0;573;573;2;2;9;B;A;4;A;A;;N/V;No Registró;31;62;29;1;0;1;0;1;1;4;1135.81;27;337.1;0
1324049;49;;M;S;D;LIMA;35.63;0;;;700;5;9;0;695;695;B;A;4;A;A;4;C;B;;N/V;No Registró;31;0;0;31;61;1;0;0;0;3;1850.7;20;341.29;0
1327547;35;;F;S;D;LIMA;12.37;0;;;600;0;9;0;644;644;B;A;4;4;B;B;A;A;;Ref.C;Registró Refinanciación;0;0;0;26;56;0;0;0;0;3;1655.04;29;557;0
1329037;27;550;F;S;N;PIURA;9.03;0;;;400;0;8;0;172;172;2;B;B;A;4;9;A;4;;N/V;No Registró;0;16;44;44;0;0;0;0;0;3;1334.77;21;499;0
1329057;47;7034;M;S;N;PIURA;22.5;0;;;4000;5;4;14607;2895;17502;A;4;2;2;1;9;4;1;;N/V;No Registró;0;0;3;6;36;36;0;0;3;2;10619.18;129;2279.06;0
1329270;30;1221;M;S;N;PIURA;8.43;0;;;1000;0;6;0;758;758;1;B;B;A;4;1;1;;;Ref.C;Registró Refinanciación;6;37;34;65;0;6;0;0;0;2;1389.38;21;482.5;0
1336879;34;;F;C;D;LIMA;11.4;0;;;500;5;4;0;641;641;A;4;2;2;1;4;2;2;;N/V;No Registró;0;0;0;0;25;56;0;1;0;4;1376.88;16;333.6;0
1337435;38;878;M;C;N;PIURA;20.17;1;1;10.3;500;0;6;3730;1291;5022;A;A;4;2;2;4;2;9;;Ref.C;Registró Refinanciación;1;1;0;31;0;1;0;1;2;2;436.7;16;188.8;0
1342232;47;22902;M;S;N;AREQUIPA;35.87;1;1;29.97;20000;0;1;0;44;44;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4196.69;29;2798;0
1400804;21;628;F;S;C;LIMA;8.07;0;;;500;0;8;0;497;497;1;B;B;B;A;4;;;;Ref.C;Registró Refinanciación;26;57;54;54;0;0;0;0;0;2;890.22;17;302.99;0
1401425;33;2121;M;S;C;LIMA;45.07;1;1;45.03;900;5;8;0;538;538;A;C;B;A;4;9;4;2;;N/V;No Registró;6;37;65;6;36;67;0;0;4;4;1271.93;21;351.96;0
1402741;30;;F;S;D;LIMA;44.9;1;1;44.17;700;5;9;0;313;313;B;B;B;A;4;7;4;B;;N/V;No Registró;6;37;34;34;36;67;0;0;1;2;662.68;16;163.65;0
1402844;26;;F;S;N;LA LIBERTAD;44.87;0;;;500;5;6;0;546;546;4;B;A;4;9;4;2;4;;N/V;No Registró;0;6;34;0;5;36;0;1;1;2;1661.4;47;332.91;0
1402939;29;;F;S;N;LA LIBERTAD;44.63;0;;;500;5;7;0;663;663;B;A;4;9;4;9;4;2;;N/V;No Registró;0;16;0;16;46;77;0;0;0;2;1125.1;8;603.1;0
1403181;33;;F;S;N;LAMBAYEQUE;30.7;0;;;400;0;A;0;93;93;A;B;B;A;A;4;A;A;;N/V;No Registró;16;16;44;44;46;0;0;0;0;4;560.21;21;122.15;0
1404463;50;;F;C;N;LAMBAYEQUE;44.73;0;;;500;5;8;0;1063;1063;B;A;4;9;4;7;A;A;;N/V;No Registró;0;16;0;16;46;77;0;1;0;2;990.11;25;103.79;0
1404681;32;628;M;S;N;LA LIBERTAD;6.9;0;;;500;5;3;0;583;583;4;4;2;1;;;;;;N/V;No Registró;0;0;8;0;0;31;0;0;1;4;1240.48;32;351.29;0
1405602;28;;M;S;C;LIMA;44.63;0;;;900;5;7;0;992;992;4;B;B;A;A;4;2;1;;N/V;No Registró;1;32;60;1;0;1;0;0;2;3;2217.38;15;680;0
1405771;29;;F;S;N;LAMBAYEQUE;44.63;0;;;500;5;8;0;759;759;B;A;4;1;7;4;C;B;;N/V;No Registró;16;0;0;16;46;77;0;1;1;2;1916.49;22;629.9;0
1405804;30;550;F;S;N;AREQUIPA;44.63;0;;;700;5;9;209;259;468;C;B;A;B;A;4;4;1;;N/V;No Registró;31;32;29;60;0;31;0;1;0;0;328.63;6;118.5;0
1406845;48;;F;S;C;LIMA;44.53;1;2;24.37;1300;0;7;0;1320;1320;B;A;A;4;1;9;4;2;;Ref.C;Registró Refinanciación;0;1;0;31;31;0;0;0;0;2;4930.49;35;1799;0
1407060;32;;M;S;N;LAMBAYEQUE;44.5;1;1;25.47;900;5;7;0;962;962;A;A;4;1;2;9;B;A;;Ref.C;Registró Refinanciación;1;0;0;31;0;1;0;1;0;1;1791.85;41;517;0
1407703;47;;M;S;C;LIMA;44.47;0;;;1000;0;A;0;570;570;B;B;B;A;B;B;A;A;;Ref.C;Registró Refinanciación;11;42;39;70;0;0;0;0;0;2;1147.33;7;841;0
1408518;40;;F;S;C;LIMA;44.43;0;;;1300;0;5;701;1141;1843;B;A;4;2;1;2;2;2;;N/V;No Registró;0;1;0;31;0;1;0;0;3;3;1693.95;17;899;0
1409098;52;550;M;S;N;LAMBAYEQUE;44.37;1;1;28.47;800;5;A;0;733;733;C;B;C;B;A;A;A;4;;N/V;No Registró;31;62;60;60;61;92;0;0;0;3;;;;0
1410361;37;;F;S;C;LIMA;44.27;0;;;1300;5;7;0;1601;1601;4;C;B;A;A;4;2;2;;Ref.C;Registró Refinanciación;1;32;60;0;0;1;0;1;4;1;1099.31;20;309.8;0
1411048;60;2649;M;C;C;LIMA;44.27;0;;;1900;0;1;0;1987;1987;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;49.9;1;49.9;0
1412302;51;;M;S;A;LIMA;44.23;0;;;5500;5;5;6667;9976;16643;A;4;1;9;4;1;1;1;;Ref.C;Registró Refinanciación;1;32;0;1;31;62;0;1;6;3;467.52;17;332.93;0
1413321;36;;M;S;N;LAMBAYEQUE;44.17;0;;;500;5;6;4002;929;4932;B;B;A;4;2;1;2;1;;N/V;No Registró;0;0;23;54;56;56;0;0;1;2;1383.92;8;998;0
1414591;59;;F;S;A;LIMA;44.17;1;1;29.77;15000;5;7;0;30961;30961;A;4;B;A;4;7;4;2;;N/V;No Registró;6;37;0;6;36;67;0;2;3;3;1022.92;37;92.23;0
1415685;29;;F;C;N;PIURA;15.83;0;;;400;5;8;0;1036;1036;A;4;B;B;A;A;4;1;;Ref.C;Registró Refinanciación;31;62;0;1;31;62;400;0;0;2;190.3;22;34.6;0
1415925;25;4574;M;S;C;LIMA;44.03;0;;;1100;5;8;0;1149;1149;B;A;4;9;A;4;A;A;;N/V;No Registró;11;0;8;39;0;11;0;0;0;3;2263.86;57;625.5;0
1415981;24;;M;S;D;LIMA;7.9;0;;;300;5;4;0;304;304;9;4;1;2;4;2;;;;N/V;No Registró;0;0;0;11;0;11;0;0;1;0;922.2;25;271.26;0
1416087;24;800;F;S;D;LIMA;44.03;0;;;500;5;A;0;482;482;9;B;A;A;B;B;B;A;;N/V;No Registró;0;26;23;54;25;0;0;0;0;3;932.72;11;395.57;0
1416689;23;;M;S;N;CAJAMARCA;6.6;0;;;500;5;4;0;682;682;A;4;1;1;4;;;;;N/V;No Registró;6;0;0;6;36;67;0;0;0;0;2352.9;16;938;0
1417022;22;840;M;S;N;AREQUIPA;10.07;1;1;9.97;1800;0;3;0;1280;1280;1;9;4;2;1;1;1;2;;N/V;No Registró;0;1;0;31;0;1;0;1;0;1;1798.07;28;703.27;0
1417322;28;;M;C;D;LIMA;43.97;1;1;40.8;700;5;6;0;744;744;4;0;0;1;B;A;4;1;;N/V;No Registró;51;0;0;0;0;21;0;0;0;4;713.4;4;462.9;0
1417395;23;;M;S;D;LIMA;43.97;1;1;10.73;600;0;7;0;629;629;7;B;B;A;4;2;4;2;;N/V;No Registró;0;26;54;26;25;0;0;0;0;1;2249.98;44;595.5;0
1417476;37;;M;S;C;LIMA;43.97;1;1;13.3;1800;5;5;1385;2940;4325;B;A;4;2;2;2;2;2;;N/V;No Registró;0;0;0;16;46;77;0;0;0;2;2931.94;27;733;0
1417642;30;605;M;S;N;LAMBAYEQUE;23.3;0;;;2000;5;4;812;4860;5671;A;4;4;2;2;2;2;2;;N/V;No Registró;0;0;0;0;20;51;0;0;0;1;6408.81;50;3376;0
1419163;31;;F;S;N;PIURA;16.53;0;;;500;5;A;0;441;441;C;B;B;A;A;B;A;4;;N/V;No Registró;11;42;70;70;41;72;400;0;0;2;562.8;10;169;0
1420364;27;550;M;S;C;LIMA;43.8;0;;;1100;0;6;6190;1064;7254;B;A;4;2;1;2;1;B;;N/V;No Registró;0;1;0;31;61;0;0;0;0;4;10741.48;34;2999;0
1422775;33;;F;S;N;LAMBAYEQUE;43.67;0;;;1600;5;6;1160;1749;2909;A;B;A;4;4;2;4;2;;N/V;No Registró;0;0;18;49;20;51;0;0;0;2;4160.07;39;1050.9;0
1423326;30;;F;S;N;PIURA;43.6;0;;;2100;5;6;0;1731;1731;9;4;1;B;A;4;1;2;;Ref.C;Registró Refinanciación;31;0;0;1;31;1;0;1;3;2;1828.34;18;976.8;0
1423537;35;;M;S;D;LIMA;43.6;1;1;43.5;500;0;8;0;501;501;B;C;B;A;4;2;2;1;;N/V;No Registró;0;16;44;44;46;77;0;0;0;2;1314.71;26;350.13;0
1424704;27;891;F;S;C;LIMA;43.53;0;;;900;5;A;1282;1594;2875;A;B;B;B;A;A;A;A;;N/V;No Registró;16;47;44;44;15;46;0;0;0;1;;;;0
1424993;29;;F;S;N;LAMBAYEQUE;43.5;0;;;500;5;7;0;536;536;A;A;4;A;A;4;1;1;;N/V;No Registró;16;47;0;16;15;46;400;0;1;2;1612;39;441.67;0
1425147;39;1947;F;S;D;LIMA;43.5;1;1;38.07;500;5;5;1323;2267;3591;B;A;4;2;1;1;2;1;;N/V;No Registró;0;0;0;16;46;77;0;0;1;2;194.06;9;44.06;0
1425886;37;;M;S;N;LAMBAYEQUE;43.47;0;;;700;5;6;1015;1388;2403;B;A;A;4;1;1;1;1;;N/V;No Registró;0;0;0;26;56;87;0;0;0;2;231.54;2;173.95;0
1429633;27;550;F;S;C;LIMA;43.2;1;1;31.77;600;0;9;0;351;351;B;B;B;A;4;2;9;4;;Ref.C;Registró Refinanciación;1;32;60;31;61;62;0;0;1;4;1089.32;39;225.99;0
1430813;29;;M;S;D;LIMA;43.1;0;;;500;0;5;0;488;488;2;1;2;A;B;A;4;2;;N/V;No Registró;56;57;0;0;25;0;955;2;0;4;886.03;11;292.41;0
1431450;30;1064;M;S;D;LIMA;43.07;0;;;500;0;6;0;530;530;2;2;A;A;B;A;A;4;;N/V;No Registró;1;32;0;1;0;1;0;1;4;4;1035.18;47;325.2;0
1432061;27;;F;S;N;PIURA;43.03;1;1;39.5;700;5;9;0;1013;1013;B;A;4;A;B;B;A;A;;N/V;No Registró;46;47;0;16;46;77;0;0;0;2;1652.36;30;666.88;0
1433344;35;;F;S;N;LAMBAYEQUE;42.4;0;;;2100;5;5;234;2668;2902;A;4;2;2;9;4;2;2;;N/V;No Registró;31;1;0;1;31;62;0;0;4;0;1772.18;14;325;0
1434326;37;;M;C;C;LIMA;42.9;0;;;1900;5;9;0;2106;2106;B;A;A;A;A;A;4;2;;Ref.C;Registró Refinanciación;16;16;13;16;46;16;0;0;0;3;254.66;12;22.82;0
1434899;31;750;M;S;N;LA LIBERTAD;42.87;0;;;1500;0;1;0;1774;1774;1;1;2;1;2;2;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;6359.34;69;737;0
1437122;23;;F;S;D;LIMA;42.77;0;;;500;0;6;0;606;606;A;4;2;4;B;A;4;4;;N/V;No Registró;0;1;0;1;31;62;0;0;0;3;914.39;15;293.35;0
1437805;42;;F;S;C;LIMA;31.43;1;2;31.37;400;0;7;0;421;421;A;B;A;4;1;9;4;2;;N/V;No Registró;0;1;29;60;0;1;0;0;0;1;1872.17;31;414;0
1438277;22;933;F;S;C;LIMA;42.67;1;1;26.43;400;5;9;0;410;410;B;B;A;A;A;A;A;4;;N/V;No Registró;16;16;13;44;46;16;0;1;3;2;2191.62;22;209.55;0
1450177;46;;F;S;C;LIMA;45.1;0;;;500;5;8;0;526;526;B;B;A;4;1;1;7;A;;N/V;No Registró;0;1;29;31;31;62;0;0;0;2;360.4;4;261.4;0
1450332;24;;F;S;N;LAMBAYEQUE;44.93;0;;;500;5;9;0;643;643;A;4;A;A;4;B;B;A;;Ref.C;Registró Refinanciación;0;21;49;0;20;51;400;0;0;1;926.34;20;387;0
1450675;30;;F;S;D;LIMA;9.47;1;1;6.67;500;5;8;0;420;420;B;B;A;4;1;4;0;0;;N/V;No Registró;0;1;29;31;61;62;0;0;0;3;1145.15;13;738;0
1451188;32;;F;S;D;LIMA;42.63;0;;;700;5;6;0;1090;1090;B;A;A;4;2;1;2;1;;N/V;No Registró;0;0;13;16;46;77;0;0;1;1;1871.01;21;1366;0
1451338;36;;M;S;N;LA LIBERTAD;42.63;1;1;41.7;800;0;7;0;688;688;B;A;4;9;4;1;4;9;;N/V;No Registró;1;32;0;31;61;1;0;0;0;3;2429.11;32;774.4;0
1453269;22;550;F;S;C;LIMA;42.53;1;1;33.5;700;0;6;0;627;627;B;A;4;2;9;4;2;2;;N/V;No Registró;1;1;0;31;61;1;0;2;0;4;2446.6;15;412.42;0
1453904;35;;M;S;N;PIURA;22.57;0;;;1500;0;5;0;1546;1546;1;1;B;A;4;9;4;4;;N/V;No Registró;1;32;0;0;0;1;0;2;1;1;4866.7;62;797.28;0
1454877;37;;F;S;N;LA LIBERTAD;42.43;0;;;1800;0;9;2346;1315;3660;B;A;A;A;A;A;4;9;;N/V;No Registró;16;16;13;16;46;46;0;0;0;2;530.49;16;338.1;0
1456058;30;;M;S;C;LIMA;42.37;1;1;33.03;2800;5;4;5029;4590;9619;A;4;1;1;1;1;9;4;;N/V;No Registró;0;0;0;11;41;72;0;1;1;2;3363.44;73;569.68;0
1456147;29;1300;F;S;C;LIMA;42.37;1;1;5.73;1000;5;5;0;1198;1198;A;4;4;9;4;1;0;1;;N/V;No Registró;6;37;3;6;36;67;0;1;2;3;869.51;8;412;0
1458068;28;;F;S;C;LIMA;38.17;0;;;1300;5;7;0;2223;2223;A;A;4;9;A;4;1;1;;N/V;No Registró;1;32;0;1;31;31;0;0;0;3;8020.09;22;5932.9;0
1459183;22;;F;S;C;LIMA;42.17;0;;;1000;5;9;0;1101;1101;A;B;A;B;A;4;9;A;;Ref.C;Registró Refinanciación;26;57;23;26;56;0;0;0;0;3;312.04;11;61.85;0
1459823;32;;F;S;N;LA LIBERTAD;42.13;1;1;12.87;1000;0;4;252;543;796;4;2;2;B;A;4;2;1;;Ref.C;Registró Refinanciación;36;67;3;6;5;0;0;0;1;2;1179.39;19;317.45;0
